id,title,filtered_words,label
R129,New Report on Election,"[situation, single, site., involve, step, economic, easy, subject, number, majority, should., main, toward, future., experts, discuss, ongoing, developments, election.]",REAL
R227,New Report on Climate Change,"[bad, news, section, office., little, teach, use, sure, end, plant., congress, color, toward, staff, speech, big, reflect., experts, discuss, ongoing, developments, climate, change.]",REAL
F231,Aliens Confirmed by Sources,"[follow, special, common, stuff., item, government, box, would., training, miss, might, pull, artist, card, main, risk., food, wait, hear, sort, threat, spring., —, shocking, claims, aliens, surface, internet.]",FAKE
R066,New Report on Policy,"[teach, ground, those., stay, yard, fund, media, table, late., experts, discuss, ongoing, developments, policy.]",REAL
F095,Mind Control Confirmed by Sources,"[sea, hit, true, everybody, personal., wife, government, try, fill, stop, agreement, miss., —, shocking, claims, mind, control, surface, internet.]",FAKE
R174,New Report on Policy,"[ever, suffer, long, read, quite., beat, end, general, turn, quickly., experts, discuss, ongoing, developments, policy.]",REAL
R201,New Report on Public Health,"[exist, order, dark, surface, draw., news, identify, democratic, activity, financial, left., experts, discuss, ongoing, developments, public, health.]",REAL
R072,New Report on Education,"[threat, visit, campaign, attention., prepare, mention, happen, guess., school, fill, put, grow, two., experts, discuss, ongoing, developments, education.]",REAL
R064,New Report on Research,"[dinner, much, ok, suddenly., community, church, trouble, middle, edge, office, art., cultural, environment, town, relate, adult, magazine., experts, discuss, ongoing, developments, research.]",REAL
F037,Miracle Drug Confirmed by Sources,"[real, opportunity, kitchen, test., system, direction, necessary, imagine, color., —, shocking, claims, miracle, drug, surface, internet.]",FAKE
R170,New Report on Technology Breakthrough,"[material, share, majority, knowledge, democrat., international, back, try, director, real, simply, member., experts, discuss, ongoing, developments, technology, breakthrough.]",REAL
F110,Celebrity Scandal Confirmed by Sources,"[close, wait, parent, open., evening, firm, early., minute, laugh, production., party, film, manager, front, network, center, reach., —, shocking, claims, celebrity, scandal, surface, internet.]",FAKE
F048,Secret Cure Confirmed by Sources,"[stay, yeah, often, mind., whatever, computer, alone, leave, person, imagine., —, shocking, claims, secret, cure, surface, internet.]",FAKE
F082,Hoax Confirmed by Sources,"[similar, base, allow, hundred, western, prove, individual., control, rich, despite, participant., —, shocking, claims, hoax, surface, internet.]",FAKE
F187,Miracle Drug Confirmed by Sources,"[sea, memory, organization, us, answer, responsibility, community, cost., edge, community, two, fish, stuff., door, forget, serve., —, shocking, claims, miracle, drug, surface, internet.]",FAKE
F027,Miracle Drug Confirmed by Sources,"[run, evening, political, return, already, every., sense, better, second, language., mouth, letter, human, maybe, deep., —, shocking, claims, miracle, drug, surface, internet.]",FAKE
F202,Hoax Confirmed by Sources,"[week, visit, business, onto, interesting, nor., —, shocking, claims, hoax, surface, internet.]",FAKE
F197,Secret Cure Confirmed by Sources,"[open, campaign, tell, able, character, system, at., —, shocking, claims, secret, cure, surface, internet.]",FAKE
R128,New Report on Climate Change,"[strong, quickly, risk, my., write, hit, something, service, friend, lead., prevent, skill, time, believe., nature, benefit, decade, modern, month, television, loss., experts, discuss, ongoing, developments, climate, change.]",REAL
F157,Government Cover-Up Confirmed by Sources,"[maintain, oil, soon, sort, piece., child, old, include, new, better., —, shocking, claims, government, cover-up, surface, internet.]",FAKE
F117,Hoax Confirmed by Sources,"[actually, fight, tax, speak, interview., difference, experience, stop, everybody., benefit, certainly, office, along, big., —, shocking, claims, hoax, surface, internet.]",FAKE
F173,Secret Cure Confirmed by Sources,"[east, manager, yes, claim., black, never, wind, opportunity, plan, clear., course, medical, book, data, investment., —, shocking, claims, secret, cure, surface, internet.]",FAKE
F024,Aliens Confirmed by Sources,"[security, wife, table, image., long, east, name, son, pick, exist., —, shocking, claims, aliens, surface, internet.]",FAKE
F096,Celebrity Scandal Confirmed by Sources,"[third, standard, ball, ready, cultural, thousand., owner, consumer, protect, argue., easy, blood, style., —, shocking, claims, celebrity, scandal, surface, internet.]",FAKE
R247,New Report on Public Health,"[anyone, impact, home, source, popular., whether, low, hope, page, position, coach., set, debate, really, expect, watch., experts, discuss, ongoing, developments, public, health.]",REAL
F226,Government Cover-Up Confirmed by Sources,"[issue, degree, stay, however, get., different, company, similar., food, population, case, food, coach., —, shocking, claims, government, cover-up, surface, internet.]",FAKE
F100,Flat Earth Confirmed by Sources,"[smile, late, everybody, section., bill, goal, yet, last, current, option., —, shocking, claims, flat, earth, surface, internet.]",FAKE
F246,Government Cover-Up Confirmed by Sources,"[soon, media, program, according, yeah., —, shocking, claims, government, cover-up, surface, internet.]",FAKE
F183,Aliens Confirmed by Sources,"[leader, feel, hospital, democrat., tree, collection, art, talk., care, defense, knowledge, hundred, really, difficult., —, shocking, claims, aliens, surface, internet.]",FAKE
R063,New Report on Policy,"[dark, east, build, respond, prevent, short, industry, first., true, thought, analysis, safe, defense, bill, scene., experts, discuss, ongoing, developments, policy.]",REAL
R005,New Report on Election,"[lawyer, cause, hotel., certainly, keep, respond., cultural, eat, police., experts, discuss, ongoing, developments, election.]",REAL
R084,New Report on Election,"[hour, various, save, color., dog, reflect, federal, possible., experts, discuss, ongoing, developments, election.]",REAL
R124,New Report on Education,"[investment, food, state, month, short, bill., stop, whose, election, realize, law, even, yes., experts, discuss, ongoing, developments, education.]",REAL
R118,New Report on Research,"[draw, guess, nothing, box, account, growth., sense, quickly, pattern, pretty, stuff., experts, discuss, ongoing, developments, research.]",REAL
F001,Aliens Confirmed by Sources,"[early, child, type, upon., center, attack, blue, indicate, instead, strategy, money., stuff, nearly, city, imagine., —, shocking, claims, aliens, surface, internet.]",FAKE
F007,Immortal Jellyfish Confirmed by Sources,"[picture, machine, effect, some., available, large, real, between., institution, business, assume., —, shocking, claims, immortal, jellyfish, surface, internet.]",FAKE
F046,Mind Control Confirmed by Sources,"[seat, decide, relate, particular, theory, front, moment, billion., environment, attorney, factor, word., —, shocking, claims, mind, control, surface, internet.]",FAKE
R103,New Report on Research,"[town, number, magazine, represent, pretty, model, but., manage, win, sing, still, rich, cost., exactly, realize, design., sense, page, new, unit, save, already., experts, discuss, ongoing, developments, research.]",REAL
R037,New Report on Budget Report,"[natural, subject, product, shake, full, hospital, speech., together, ask, add, citizen., experts, discuss, ongoing, developments, budget, report.]",REAL
F193,Secret Cure Confirmed by Sources,"[bring, treatment, us, senior., prepare, sea, reveal, government, action., wear, maintain, yes, growth, important, ready, myself., see, last, tend, onto, keep., —, shocking, claims, secret, cure, surface, internet.]",FAKE
R166,New Report on Election,"[modern, player, animal, throughout, admit, agency, would., always, response, right, fear, everything, in., network, year, brother., experts, discuss, ongoing, developments, election.]",REAL
F017,Immortal Jellyfish Confirmed by Sources,"[grow, note, region, ability, region., —, shocking, claims, immortal, jellyfish, surface, internet.]",FAKE
R008,New Report on Economic Growth,"[bag, how., buy, analysis, prepare, loss., suffer, state, peace, condition, child, collection, pay, land., experts, discuss, ongoing, developments, economic, growth.]",REAL
F071,Celebrity Scandal Confirmed by Sources,"[kind, medical, thought, yet, become., —, shocking, claims, celebrity, scandal, surface, internet.]",FAKE
F028,Mind Control Confirmed by Sources,"[republican, morning, crime, morning, big, public., rest, environmental, body, process., show, mrs, time., —, shocking, claims, mind, control, surface, internet.]",FAKE
F227,Immortal Jellyfish Confirmed by Sources,"[treat, sit, always, stay, television, her., several, window, specific, much, bad., part, difficult, simple, hope, treat, style, manager, enter., —, shocking, claims, immortal, jellyfish, surface, internet.]",FAKE
R200,New Report on Public Health,"[various, another, avoid, type., pm, drug, provide, door, fall, short., oil, list, kid, first., discuss, watch, century, medical, bag, interview, reflect., experts, discuss, ongoing, developments, public, health.]",REAL
R225,New Report on Climate Change,"[spring, top, moment, make., fast, establish, similar., experts, discuss, ongoing, developments, climate, change.]",REAL
R062,New Report on Budget Report,"[hotel, loss, letter, doctor, appear, but., present, well, quality., agree, always, site, beautiful, us, son., spring, peace, reveal, speak, military, despite, suggest., experts, discuss, ongoing, developments, budget, report.]",REAL
F033,Hoax Confirmed by Sources,"[born, despite, try, actually., send, consumer, one., —, shocking, claims, hoax, surface, internet.]",FAKE
F012,Hoax Confirmed by Sources,"[republican, interest, have., family, project, pattern., —, shocking, claims, hoax, surface, internet.]",FAKE
R121,New Report on Research,"[natural, effect, today., continue, meet, arrive, nearly, sort, beautiful, character., experts, discuss, ongoing, developments, research.]",REAL
F210,Aliens Confirmed by Sources,"[deal, range, local, understand, despite, thought, evidence., pm, town, party, thousand., student, together, ever, pass, peace., —, shocking, claims, aliens, surface, internet.]",FAKE
F151,Hoax Confirmed by Sources,"[find, area, identify, somebody, seat, painting., phone, degree, strong, evening, somebody, behind., summer, onto, billion, where., —, shocking, claims, hoax, surface, internet.]",FAKE
F099,Secret Cure Confirmed by Sources,"[short, join, start, article, too., focus, mission, approach, green., —, shocking, claims, secret, cure, surface, internet.]",FAKE
R090,New Report on Technology Breakthrough,"[hard, open, key., future, still, act, staff, care., high, federal, figure., experts, discuss, ongoing, developments, technology, breakthrough.]",REAL
R125,New Report on Budget Report,"[team, seat, say, resource, party, including, hand., town, top, data, senior., scientist, present, research, family., experts, discuss, ongoing, developments, budget, report.]",REAL
R091,New Report on Climate Change,"[inside, might, special, interview., current, guy, call, event., structure, consumer, view, see., experts, discuss, ongoing, developments, climate, change.]",REAL
R157,New Report on Climate Change,"[none, response, beat., discuss, third, husband, establish, method., maybe, must, hospital., experts, discuss, ongoing, developments, climate, change.]",REAL
F098,Miracle Drug Confirmed by Sources,"[list, stage, pressure, clear, smile., industry, foot, together., suddenly, determine, memory., —, shocking, claims, miracle, drug, surface, internet.]",FAKE
F164,Immortal Jellyfish Confirmed by Sources,"[able, already, study, eat, election, large, sit, build., task, behind, necessary, represent, miss, southern., cut, yard, learn, figure., —, shocking, claims, immortal, jellyfish, surface, internet.]",FAKE
R050,New Report on Economic Growth,"[surface, space, think, everything, year, natural, old., truth, bit, cut, action, wide, feel, enjoy., attorney, mother, happen, receive, partner, clearly., experts, discuss, ongoing, developments, economic, growth.]",REAL
R249,New Report on Climate Change,"[activity, teacher, pressure, area, education., side, decade, month, executive., experts, discuss, ongoing, developments, climate, change.]",REAL
R093,New Report on Election,"[fight, window, inside, expect, everyone, deep., agent, place, door, girl., experts, discuss, ongoing, developments, election.]",REAL
R131,New Report on Education,"[one, rule, write., others, majority, summer, gun, glass, first., experts, discuss, ongoing, developments, education.]",REAL
F107,Flat Earth Confirmed by Sources,"[history, allow, suggest, environmental, none., attorney, tough, score, watch., —, shocking, claims, flat, earth, surface, internet.]",FAKE
F153,Hoax Confirmed by Sources,"[also, meet, nothing, least, garden, who., among, care, safe., —, shocking, claims, hoax, surface, internet.]",FAKE
F091,Flat Earth Confirmed by Sources,"[part, task, education, majority., man, receive, republican, authority, worry., —, shocking, claims, flat, earth, surface, internet.]",FAKE
R246,New Report on Economic Growth,"[article, race, child, factor, attack, give., understand, story, know, response, place., wait, really, reason., experts, discuss, ongoing, developments, economic, growth.]",REAL
F004,Secret Cure Confirmed by Sources,"[onto, news, agent, past., reveal, practice, hair, travel., —, shocking, claims, secret, cure, surface, internet.]",FAKE
F220,Celebrity Scandal Confirmed by Sources,"[together, decision, rich, write, operation, animal, best., hospital, step, sit, society, consider, family., career, improve, reach, strong, prove, air., say, staff, place, beautiful, policy., —, shocking, claims, celebrity, scandal, surface, internet.]",FAKE
F121,Hoax Confirmed by Sources,"[news, others, week, sense, theory, particular., draw, perform, young, dinner, weight, energy, gas, evening., near, building, pick, miss, city, current., —, shocking, claims, hoax, surface, internet.]",FAKE
F245,Mind Control Confirmed by Sources,"[claim, sea, radio., material, organization, trial, area., —, shocking, claims, mind, control, surface, internet.]",FAKE
R035,New Report on Climate Change,"[produce, magazine, forget, long., effort, authority, physical, cultural, friend, leave, pressure., experts, discuss, ongoing, developments, climate, change.]",REAL
R024,New Report on Education,"[laugh, level, enjoy, until., expect, speak, within, concern, free., experts, discuss, ongoing, developments, education.]",REAL
F079,Miracle Drug Confirmed by Sources,"[fly, part, generation, buy, plant., although, floor, lay, difference, develop, evening., class, throughout, help, first, lose, week, resource., —, shocking, claims, miracle, drug, surface, internet.]",FAKE
R094,New Report on Policy,"[music, third, society, place, process, boy, garden., kid, picture, social., already, election, speech, agency, evening., run, second, voice, enough., experts, discuss, ongoing, developments, policy.]",REAL
R040,New Report on Policy,"[friend, thought, bank., say, building, pass, art., experts, discuss, ongoing, developments, policy.]",REAL
F170,Immortal Jellyfish Confirmed by Sources,"[manage, material, decide, fund, many, program, hand, between., mention, yet, sister, when., —, shocking, claims, immortal, jellyfish, surface, internet.]",FAKE
F130,Immortal Jellyfish Confirmed by Sources,"[region, bar, camera, prepare, when., laugh, quite, school, live., write, skill, exactly, different., —, shocking, claims, immortal, jellyfish, surface, internet.]",FAKE
R085,New Report on Economic Growth,"[somebody, nation, political., activity, always, factor, thought, smile., experts, discuss, ongoing, developments, economic, growth.]",REAL
R054,New Report on Budget Report,"[mouth, apply, reduce, economic, stand, interview., experts, discuss, ongoing, developments, budget, report.]",REAL
R047,New Report on Technology Breakthrough,"[lot, range, across, visit, six, certain., experts, discuss, ongoing, developments, technology, breakthrough.]",REAL
R199,New Report on Economic Growth,"[usually, participant, challenge, race, attention., cold, effect, color, later, environmental., experts, discuss, ongoing, developments, economic, growth.]",REAL
F062,Miracle Drug Confirmed by Sources,"[believe, everything, program, foreign, fly., inside, together, race, collection, science, standard, hit., member, spring, include, letter, some., —, shocking, claims, miracle, drug, surface, internet.]",FAKE
R244,New Report on Technology Breakthrough,"[culture, man, still, election, actually., mention, certain, pressure, never, actually, move., ok, wide, challenge, between., experts, discuss, ongoing, developments, technology, breakthrough.]",REAL
R107,New Report on Election,"[congress, suggest, share., gas, republican, dinner, officer, mission., experts, discuss, ongoing, developments, election.]",REAL
F148,Aliens Confirmed by Sources,"[environment, lawyer, agency, push, maintain., image, attention, name, car, partner, manager., character, finally, player, authority., animal, standard, word, front., —, shocking, claims, aliens, surface, internet.]",FAKE
F023,Mind Control Confirmed by Sources,"[certain, need, president, prove, say, class, plant., audience, scientist, family, special, give, foot, hotel., —, shocking, claims, mind, control, surface, internet.]",FAKE
R075,New Report on Budget Report,"[organization, production, state, staff, star, up., area, guess, including, can., direction, design, account, someone, moment, time, situation., experts, discuss, ongoing, developments, budget, report.]",REAL
R220,New Report on Public Health,"[bed, along, bag, walk., every, local, skin., experts, discuss, ongoing, developments, public, health.]",REAL
R099,New Report on Economic Growth,"[claim, everything, argue, artist, management, build, decision., today, manager, hold, pattern., experts, discuss, ongoing, developments, economic, growth.]",REAL
F066,Flat Earth Confirmed by Sources,"[throughout, group, majority, show, strategy, line, attack, traditional., successful, yes, upon, democrat, consider., appear, scientist, hand, another, foot., —, shocking, claims, flat, earth, surface, internet.]",FAKE
F060,Flat Earth Confirmed by Sources,"[choose, care, main, prove., crime, easy, themselves., street, education, tell, station, maybe., —, shocking, claims, flat, earth, surface, internet.]",FAKE
F022,Government Cover-Up Confirmed by Sources,"[claim, full, wide, message, sit, pass, entire., —, shocking, claims, government, cover-up, surface, internet.]",FAKE
F127,Mind Control Confirmed by Sources,"[mission, teach, young, avoid., economic, data, test, thank., girl, write, public, increase., —, shocking, claims, mind, control, surface, internet.]",FAKE
R212,New Report on Education,"[degree, good, recently, table., door, available, significant, may, situation, expert., attack, four, realize, article, team., experts, discuss, ongoing, developments, education.]",REAL
F119,Mind Control Confirmed by Sources,"[morning, present, stuff, front, guess, assume, interview., time, happy, follow, government, group, street., per, trial, direction, especially., —, shocking, claims, mind, control, surface, internet.]",FAKE
F103,Hoax Confirmed by Sources,"[challenge, personal, computer, two, level, represent, gas, develop., movement, politics, budget, thousand, best, speech, money, money., weight, region, difficult, result, though, back, situation., —, shocking, claims, hoax, surface, internet.]",FAKE
F191,Mind Control Confirmed by Sources,"[among, seem., identify, establish, drive., fall, name, operation, represent, describe., —, shocking, claims, mind, control, surface, internet.]",FAKE
F002,Mind Control Confirmed by Sources,"[pay, born, change, interesting, various., newspaper, social, goal, firm., —, shocking, claims, mind, control, surface, internet.]",FAKE
R155,New Report on Election,"[sister, law, food, kitchen, artist, participant, opportunity., play, eye, art., foot, star, rather, candidate, writer, walk, maybe., experts, discuss, ongoing, developments, election.]",REAL
R006,New Report on Technology Breakthrough,"[partner., experts, discuss, ongoing, developments, technology, breakthrough.]",REAL
F086,Government Cover-Up Confirmed by Sources,"[age, answer, also, important., reach, trade, glass, politics, executive, car., —, shocking, claims, government, cover-up, surface, internet.]",FAKE
R168,New Report on Election,"[believe, must, push, foot, wear, recently., personal, generation, week, six, economic, college, price., experts, discuss, ongoing, developments, election.]",REAL
R077,New Report on Public Health,"[nation, cup, easy, technology, product., guess, base, music, sit, hope, meet., art, agency, media, operation, interview, partner., near., experts, discuss, ongoing, developments, public, health.]",REAL
F209,Hoax Confirmed by Sources,"[model, office, though., call, able, serve, plan, others., —, shocking, claims, hoax, surface, internet.]",FAKE
R236,New Report on Public Health,"[present, happen, follow, control, catch., accept, family, especially, wall, executive, ball., experts, discuss, ongoing, developments, public, health.]",REAL
F186,Aliens Confirmed by Sources,"[move, movement, young, table, little., better, piece, onto, wide, candidate., television, area, meeting, event., —, shocking, claims, aliens, surface, internet.]",FAKE
R243,New Report on Public Health,"[foreign, system, stage, account, house, ever, night., probably, cold, score, defense, together., spend, positive, reflect., experts, discuss, ongoing, developments, public, health.]",REAL
F094,Immortal Jellyfish Confirmed by Sources,"[pick, give, international., —, shocking, claims, immortal, jellyfish, surface, internet.]",FAKE
R032,New Report on Economic Growth,"[best, wall, message, international., reach, quite, plan, beat, garden., experts, discuss, ongoing, developments, economic, growth.]",REAL
R033,New Report on Education,"[recognize, executive, treat, travel, most., experts, discuss, ongoing, developments, education.]",REAL
R045,New Report on Technology Breakthrough,"[cold, life, edge, what., different, system, garden, us, factor., western, away, key, woman, arrive, cover., experts, discuss, ongoing, developments, technology, breakthrough.]",REAL
R116,New Report on Education,"[treat, bar, blood., experts, discuss, ongoing, developments, education.]",REAL
F056,Celebrity Scandal Confirmed by Sources,"[friend, realize, among., almost, stuff, always, media, security, apply., although, talk, new, soon., —, shocking, claims, celebrity, scandal, surface, internet.]",FAKE
R043,New Report on Policy,"[business, listen, professional, understand, compare, get, recognize., tell, realize, wish, politics, recent, particularly, order., poor, teach, perhaps, level, place, development, put., experts, discuss, ongoing, developments, policy.]",REAL
R145,New Report on Economic Growth,"[run, assume, take., visit, opportunity, nice, history, necessary, fall., student, land, song, member., experts, discuss, ongoing, developments, economic, growth.]",REAL
F200,Secret Cure Confirmed by Sources,"[husband, near, lawyer, growth, very., white, soldier, former, audience, everything, perform, early., billion, hard, live, deal., —, shocking, claims, secret, cure, surface, internet.]",FAKE
F034,Celebrity Scandal Confirmed by Sources,"[billion, land, scene, chair., may, reduce, father, onto, attention., little, say, letter, five, such., —, shocking, claims, celebrity, scandal, surface, internet.]",FAKE
F149,Secret Cure Confirmed by Sources,"[support, daughter, suggest, evening, call, season., politics, thing, cost, hot, much, data., —, shocking, claims, secret, cure, surface, internet.]",FAKE
F051,Secret Cure Confirmed by Sources,"[husband, wind, several, act, set, speak., war, thousand, thus, describe, cost., —, shocking, claims, secret, cure, surface, internet.]",FAKE
F089,Flat Earth Confirmed by Sources,"[expect, garden, resource, recent., difference, within, partner., write, three, majority., response, seat, stage, make, market, than., —, shocking, claims, flat, earth, surface, internet.]",FAKE
F135,Flat Earth Confirmed by Sources,"[program, work, theory, reduce, central., order, career, sort, low., —, shocking, claims, flat, earth, surface, internet.]",FAKE
F088,Government Cover-Up Confirmed by Sources,"[live, pull, institution, direction, west, trial, couple, turn., mother, well, example, artist., window, event, spend, look., —, shocking, claims, government, cover-up, surface, internet.]",FAKE
R010,New Report on Election,"[child, behavior, environment., movement, two., experts, discuss, ongoing, developments, election.]",REAL
R211,New Report on Policy,"[total, citizen, stock., scientist, take, success, fill, huge, large, apply., experts, discuss, ongoing, developments, policy.]",REAL
F204,Miracle Drug Confirmed by Sources,"[american, purpose, mission, scientist, stock, type, material., anyone, close, finish, others., —, shocking, claims, miracle, drug, surface, internet.]",FAKE
F168,Miracle Drug Confirmed by Sources,"[research, anything, cost, appear, despite, pattern, grow, ever., pretty, almost, process, indeed., reason, young, fly, vote., —, shocking, claims, miracle, drug, surface, internet.]",FAKE
R011,New Report on Public Health,"[choose, blue, relate, send, price, stop., fish, give, something, brother., experts, discuss, ongoing, developments, public, health.]",REAL
R232,New Report on Climate Change,"[ok, truth, reduce, age., find, effect, heart, democratic, network, single., experts, discuss, ongoing, developments, climate, change.]",REAL
R042,New Report on Public Health,"[account, mind, rest, bed, today., management, fast, front, husband, window., experts, discuss, ongoing, developments, public, health.]",REAL
F182,Hoax Confirmed by Sources,"[fact, either., sometimes, push, understand, former, general, cost, purpose., worker, country, above., service, gas, dark, film, stage, that., —, shocking, claims, hoax, surface, internet.]",FAKE
F036,Miracle Drug Confirmed by Sources,"[anything, company, make, attention., industry, manager, interesting, national, easy, present., sound, price, phone, many, student, price., —, shocking, claims, miracle, drug, surface, internet.]",FAKE
F068,Secret Cure Confirmed by Sources,"[hair, bank., experience, believe, blood, high., —, shocking, claims, secret, cure, surface, internet.]",FAKE
R015,New Report on Election,"[stuff, place, usually, look, team., rest, one, agree., experts, discuss, ongoing, developments, election.]",REAL
R147,New Report on Climate Change,"[value, stand, federal, natural, raise, participant., somebody, notice, entire, accept, send., test, ever, strong, long, benefit, special., experts, discuss, ongoing, developments, climate, change.]",REAL
F198,Government Cover-Up Confirmed by Sources,"[red, property, coach, glass, medical, group, agree, ball., seat, break, seat, republican, computer, nor., look, back, occur, defense, teach, hard, forward., —, shocking, claims, government, cover-up, surface, internet.]",FAKE
R081,New Report on Climate Change,"[fast, store, bag, hospital, dinner, more., human, administration, employee., loss, mean, affect, state., experts, discuss, ongoing, developments, climate, change.]",REAL
F050,Aliens Confirmed by Sources,"[describe, step, city, military., despite, figure, bit., —, shocking, claims, aliens, surface, internet.]",FAKE
F162,Celebrity Scandal Confirmed by Sources,"[voice, fact, dream, box, maybe, stand, author., woman, information, ahead, blood, ability, health, rate., situation, argue, owner, thus, size, building, provide., —, shocking, claims, celebrity, scandal, surface, internet.]",FAKE
R028,New Report on Technology Breakthrough,"[man, thing, game, training., none, state, past., test, sound, base, probably., experts, discuss, ongoing, developments, technology, breakthrough.]",REAL
R195,New Report on Budget Report,"[stay, edge, decade, drug, activity, decide, of., key, visit, night, pretty., soldier, top, current, fear., experts, discuss, ongoing, developments, budget, report.]",REAL
F116,Aliens Confirmed by Sources,"[father, economic, rest., establish, leave, great, crime, want., wife, build, although, police, identify, open, late., —, shocking, claims, aliens, surface, internet.]",FAKE
R018,New Report on Research,"[able, wind, audience, ready., goal, environment, service, society., treat, near, college, program., experts, discuss, ongoing, developments, research.]",REAL
F073,Immortal Jellyfish Confirmed by Sources,"[never, song, order, use, easy, american., expert, wait, traditional, glass, skill., —, shocking, claims, immortal, jellyfish, surface, internet.]",FAKE
F059,Miracle Drug Confirmed by Sources,"[father, adult, cover, past, pattern, throw., citizen, five., place, big, may, movie, election, response., must, key, drug, increase, organization, executive., —, shocking, claims, miracle, drug, surface, internet.]",FAKE
R078,New Report on Budget Report,"[memory, expert, side, lay., seem, among, establish., table, key, three, song., experts, discuss, ongoing, developments, budget, report.]",REAL
F216,Secret Cure Confirmed by Sources,"[according, prove, produce, financial, option, right., usually, enough, pretty, campaign, poor, goal., city, home, nation, world, trouble., hit, fish, note., —, shocking, claims, secret, cure, surface, internet.]",FAKE
F206,Celebrity Scandal Confirmed by Sources,"[large, nice, along, plan, always., democrat, certainly, address, every., —, shocking, claims, celebrity, scandal, surface, internet.]",FAKE
R036,New Report on Research,"[prevent, heart, than., experts, discuss, ongoing, developments, research.]",REAL
F104,Aliens Confirmed by Sources,"[soldier, blood, moment, three, leader., draw, professional, food, manage, huge, shake, sell., —, shocking, claims, aliens, surface, internet.]",FAKE
F000,Hoax Confirmed by Sources,"[positive, force, hear., next, part, per, turn, issue., —, shocking, claims, hoax, surface, internet.]",FAKE
R136,New Report on Education,"[instead, however, international, raise, truth., audience, seek, worker, stage., research, actually, feeling, large, age, throughout, shoulder., experts, discuss, ongoing, developments, education.]",REAL
F019,Immortal Jellyfish Confirmed by Sources,"[pay, measure, manage, leave., hear, contain, join, activity., —, shocking, claims, immortal, jellyfish, surface, internet.]",FAKE
R012,New Report on Technology Breakthrough,"[part, carry, list, paper, nice, fear., foreign, mission, south, per., experts, discuss, ongoing, developments, technology, breakthrough.]",REAL
R052,New Report on Education,"[debate, sense, model, despite., team, loss, evening, expert, under., experts, discuss, ongoing, developments, education.]",REAL
R123,New Report on Climate Change,"[approach, everybody, minute, old., force, room, evidence, whether, rule., experts, discuss, ongoing, developments, climate, change.]",REAL
F040,Government Cover-Up Confirmed by Sources,"[ok, go, hotel, film, several, since, science., history, buy, most., stage, sing, free, situation, capital, care, artist., —, shocking, claims, government, cover-up, surface, internet.]",FAKE
R160,New Report on Climate Change,"[technology, central, prove, morning, heart., mrs, order, blood, though, market, should., experts, discuss, ongoing, developments, climate, change.]",REAL
F067,Immortal Jellyfish Confirmed by Sources,"[mouth, decision, safe, particularly, everyone, pretty, over., arrive, find, must., religious, office, reality, strategy, nor., —, shocking, claims, immortal, jellyfish, surface, internet.]",FAKE
R069,New Report on Research,"[game, inside, accept, alone, decade, serve, near, look., hope, clear, clearly, stuff, matter, financial., sit, official, detail., experts, discuss, ongoing, developments, research.]",REAL
F160,Mind Control Confirmed by Sources,"[arm, worry, civil, subject., environment, church, great., across, movement, relationship, fine, move, half, at., important, discover, say, idea, prove, scene, more., —, shocking, claims, mind, control, surface, internet.]",FAKE
F053,Hoax Confirmed by Sources,"[involve, plant, however, anyone., put, statement, body, really., —, shocking, claims, hoax, surface, internet.]",FAKE
